5.142933000000000021e+01,3.461000000000000187e-02
5.156891699999999901e+01,1.267510000000000026e-01
5.139251699999999801e+01,-7.997200000000000142e-02
5.149499200000000343e+01,-1.962109999999999965e-01
5.145876799999999918e+01,7.131000000000000186e-03
5.145819399999999888e+01,-1.089090000000000058e-01
5.159337000000000018e+01,3.398000000000000326e-02
5.150260000000000105e+01,-7.144000000000000350e-02
5.158250000000000313e+01,-1.059299999999999964e-01
5.150822300000000098e+01,-7.955000000000000265e-03
5.141447300000000098e+01,-4.702300000000000230e-02
5.145665199999999828e+01,-1.124740000000000045e-01
5.165065200000000090e+01,-1.815900000000000014e-01
5.157439800000000218e+01,1.632419999999999982e-01
5.145939899999999767e+01,3.089700000000000085e-02
5.151655999999999835e+01,-2.676270000000000038e-01
5.147402900000000159e+01,-1.837789999999999979e-01
5.153852799999999945e+01,-2.011570000000000025e-01
5.145528000000000191e+01,-4.174999999999999822e-01
5.136532499999999857e+01,-2.123889999999999945e-01
